Column1,AREA,OCC_CODE,AREA_NAME,TOT_EMP,OCC_TITLE,NORM_EMP
116210,41740,51-4012,"San Diego-Carlsbad, CA",270.0,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",27.0
116211,41740,51-4021,"San Diego-Carlsbad, CA",240.0,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",24.0
116213,41740,51-4031,"San Diego-Carlsbad, CA",600.0,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",60.0
116214,41740,51-4032,"San Diego-Carlsbad, CA",100.0,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",10.0
116215,41740,51-4033,"San Diego-Carlsbad, CA",390.0,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",39.0
116216,41740,51-4034,"San Diego-Carlsbad, CA",400.0,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",40.0
116217,41740,51-4035,"San Diego-Carlsbad, CA",190.0,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",19.0
116218,41740,51-4041,"San Diego-Carlsbad, CA",3510.0,Machinists,351.0
116219,41740,51-4072,"San Diego-Carlsbad, CA",450.0,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",45.0
116220,41740,51-4081,"San Diego-Carlsbad, CA",230.0,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",23.0
116221,41740,51-4111,"San Diego-Carlsbad, CA",200.0,Tool and Die Makers,20.0
116222,41740,51-4121,"San Diego-Carlsbad, CA",3310.0,"Welders, Cutters, Solderers, and Brazers",331.0
116224,41740,51-4191,"San Diego-Carlsbad, CA",50.0,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",5.0
116225,41740,51-4192,"San Diego-Carlsbad, CA",170.0,"Layout Workers, Metal and Plastic",17.0
116227,41740,51-4199,"San Diego-Carlsbad, CA",300.0,"Metal Workers and Plastic Workers, All Other",30.0
116228,41740,51-5111,"San Diego-Carlsbad, CA",290.0,Prepress Technicians and Workers,29.0
116229,41740,51-5112,"San Diego-Carlsbad, CA",1030.0,Printing Press Operators,103.0
116230,41740,51-5113,"San Diego-Carlsbad, CA",110.0,Print Binding and Finishing Workers,11.0
116231,41740,51-6011,"San Diego-Carlsbad, CA",1650.0,Laundry and Dry-Cleaning Workers,165.0
116232,41740,51-6021,"San Diego-Carlsbad, CA",860.0,"Pressers, Textile, Garment, and Related Materials",86.0
116233,41740,51-6031,"San Diego-Carlsbad, CA",1290.0,Sewing Machine Operators,129.0
116234,41740,51-6041,"San Diego-Carlsbad, CA",90.0,Shoe and Leather Workers and Repairers,9.0
116237,41740,51-6062,"San Diego-Carlsbad, CA",80.0,"Textile Cutting Machine Setters, Operators, and Tenders",8.0
116238,41740,51-6093,"San Diego-Carlsbad, CA",180.0,Upholsterers,18.0
116239,41740,51-6099,"San Diego-Carlsbad, CA",60.0,"Textile, Apparel, and Furnishings Workers, All Other",6.0
116240,41740,51-7011,"San Diego-Carlsbad, CA",810.0,Cabinetmakers and Bench Carpenters,81.0
116241,41740,51-7021,"San Diego-Carlsbad, CA",40.0,Furniture Finishers,4.0
116243,41740,51-7042,"San Diego-Carlsbad, CA",160.0,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",16.0
116246,41740,51-8013,"San Diego-Carlsbad, CA",230.0,Power Plant Operators,23.0
116247,41740,51-8021,"San Diego-Carlsbad, CA",170.0,Stationary Engineers and Boiler Operators,17.0
116248,41740,51-8031,"San Diego-Carlsbad, CA",1060.0,Water and Wastewater Treatment Plant and System Operators,106.0
116249,41740,51-8091,"San Diego-Carlsbad, CA",70.0,Chemical Plant and System Operators,7.0
116250,41740,51-8092,"San Diego-Carlsbad, CA",120.0,Gas Plant Operators,12.0
116251,41740,51-8099,"San Diego-Carlsbad, CA",90.0,"Plant and System Operators, All Other",9.0
116252,41740,51-9011,"San Diego-Carlsbad, CA",280.0,Chemical Equipment Operators and Tenders,28.0
116253,41740,51-9012,"San Diego-Carlsbad, CA",400.0,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",40.0
116254,41740,51-9021,"San Diego-Carlsbad, CA",70.0,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",7.0
116255,41740,51-9022,"San Diego-Carlsbad, CA",170.0,"Grinding and Polishing Workers, Hand",17.0
116256,41740,51-9023,"San Diego-Carlsbad, CA",810.0,"Mixing and Blending Machine Setters, Operators, and Tenders",81.0
116257,41740,51-9031,"San Diego-Carlsbad, CA",60.0,"Cutters and Trimmers, Hand",6.0
116259,41740,51-9041,"San Diego-Carlsbad, CA",230.0,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",23.0
116260,41740,51-9061,"San Diego-Carlsbad, CA",4620.0,"Inspectors, Testers, Sorters, Samplers, and Weighers",462.0
116261,41740,51-9071,"San Diego-Carlsbad, CA",350.0,Jewelers and Precious Stone and Metal Workers,35.0
116262,41740,51-9081,"San Diego-Carlsbad, CA",350.0,Dental Laboratory Technicians,35.0
116263,41740,51-9082,"San Diego-Carlsbad, CA",280.0,Medical Appliance Technicians,28.0
116265,41740,51-9111,"San Diego-Carlsbad, CA",2130.0,Packaging and Filling Machine Operators and Tenders,213.0
116266,41740,51-9121,"San Diego-Carlsbad, CA",290.0,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",29.0
116267,41740,51-9122,"San Diego-Carlsbad, CA",630.0,"Painters, Transportation Equipment",63.0
116268,41740,51-9123,"San Diego-Carlsbad, CA",50.0,"Painting, Coating, and Decorating Workers",5.0
116269,41740,51-9141,"San Diego-Carlsbad, CA",310.0,Semiconductor Processors,31.0
116270,41740,51-9151,"San Diego-Carlsbad, CA",170.0,Photographic Process Workers and Processing Machine Operators,17.0
116271,41740,51-9192,"San Diego-Carlsbad, CA",80.0,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",8.0
116272,41740,51-9195,"San Diego-Carlsbad, CA",270.0,"Molders, Shapers, and Casters, Except Metal and Plastic",27.0
116273,41740,51-9196,"San Diego-Carlsbad, CA",140.0,"Paper Goods Machine Setters, Operators, and Tenders",14.0
116274,41740,51-9198,"San Diego-Carlsbad, CA",2730.0,Helpers--Production Workers,273.0
116275,41740,51-9199,"San Diego-Carlsbad, CA",2190.0,"Production Workers, All Other",219.0
116277,41740,53-1048,"San Diego-Carlsbad, CA",2410.0,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",241.0
116278,41740,53-2012,"San Diego-Carlsbad, CA",310.0,Commercial Pilots,31.0
116279,41740,53-2021,"San Diego-Carlsbad, CA",430.0,Air Traffic Controllers,43.0
116280,41740,53-2022,"San Diego-Carlsbad, CA",90.0,Airfield Operations Specialists,9.0
116281,41740,53-3021,"San Diego-Carlsbad, CA",2230.0,"Bus Drivers, Transit and Intercity",223.0
116282,41740,53-3022,"San Diego-Carlsbad, CA",1900.0,"Bus Drivers, School or Special Client",190.0
116283,41740,53-3031,"San Diego-Carlsbad, CA",2330.0,Driver/Sales Workers,233.0
116284,41740,53-3032,"San Diego-Carlsbad, CA",6910.0,Heavy and Tractor-Trailer Truck Drivers,691.0
116285,41740,53-3033,"San Diego-Carlsbad, CA",8120.0,Light Truck or Delivery Services Drivers,812.0
116286,41740,53-3041,"San Diego-Carlsbad, CA",2120.0,Taxi Drivers and Chauffeurs,212.0
116287,41740,53-3099,"San Diego-Carlsbad, CA",390.0,"Motor Vehicle Operators, All Other",39.0
116288,41740,53-5011,"San Diego-Carlsbad, CA",210.0,Sailors and Marine Oilers,21.0
116289,41740,53-5021,"San Diego-Carlsbad, CA",200.0,"Captains, Mates, and Pilots of Water Vessels",20.0
116290,41740,53-5031,"San Diego-Carlsbad, CA",50.0,Ship Engineers,5.0
116291,41740,53-6021,"San Diego-Carlsbad, CA",4810.0,Parking Lot Attendants,481.0
116292,41740,53-6031,"San Diego-Carlsbad, CA",1060.0,Automotive and Watercraft Service Attendants,106.0
116293,41740,53-6041,"San Diego-Carlsbad, CA",50.0,Traffic Technicians,5.0
116294,41740,53-6051,"San Diego-Carlsbad, CA",300.0,Transportation Inspectors,30.0
116295,41740,53-6061,"San Diego-Carlsbad, CA",370.0,"Transportation Attendants, Except Flight Attendants",37.0
116296,41740,53-6099,"San Diego-Carlsbad, CA",600.0,"Transportation Workers, All Other",60.0
116297,41740,53-7011,"San Diego-Carlsbad, CA",220.0,Conveyor Operators and Tenders,22.0
116298,41740,53-7021,"San Diego-Carlsbad, CA",270.0,Crane and Tower Operators,27.0
116299,41740,53-7032,"San Diego-Carlsbad, CA",290.0,Excavating and Loading Machine and Dragline Operators,29.0
116300,41740,53-7051,"San Diego-Carlsbad, CA",2330.0,Industrial Truck and Tractor Operators,233.0
116301,41740,53-7061,"San Diego-Carlsbad, CA",3880.0,Cleaners of Vehicles and Equipment,388.0
116302,41740,53-7062,"San Diego-Carlsbad, CA",18750.0,"Laborers and Freight, Stock, and Material Movers, Hand",1875.0
116303,41740,53-7063,"San Diego-Carlsbad, CA",540.0,Machine Feeders and Offbearers,54.0
116304,41740,53-7064,"San Diego-Carlsbad, CA",5690.0,"Packers and Packagers, Hand",569.0
116305,41740,53-7081,"San Diego-Carlsbad, CA",910.0,Refuse and Recyclable Material Collectors,91.0
34893,19740,11-1011,"Denver-Aurora-Lakewood, CO",310.0,Chief Executives,31.0
34894,19740,11-1021,"Denver-Aurora-Lakewood, CO",24820.0,General and Operations Managers,2482.0
34895,19740,11-1031,"Denver-Aurora-Lakewood, CO",200.0,Legislators,20.0
34896,19740,11-2011,"Denver-Aurora-Lakewood, CO",330.0,Advertising and Promotions Managers,33.0
34897,19740,11-2021,"Denver-Aurora-Lakewood, CO",2290.0,Marketing Managers,229.0
34898,19740,11-2022,"Denver-Aurora-Lakewood, CO",3500.0,Sales Managers,350.0
34899,19740,11-2031,"Denver-Aurora-Lakewood, CO",790.0,Public Relations and Fundraising Managers,79.0
34900,19740,11-3011,"Denver-Aurora-Lakewood, CO",1370.0,Administrative Services Managers,137.0
34901,19740,11-3021,"Denver-Aurora-Lakewood, CO",4820.0,Computer and Information Systems Managers,482.0
34902,19740,11-3031,"Denver-Aurora-Lakewood, CO",4580.0,Financial Managers,458.0
34903,19740,11-3051,"Denver-Aurora-Lakewood, CO",580.0,Industrial Production Managers,58.0
34904,19740,11-3061,"Denver-Aurora-Lakewood, CO",460.0,Purchasing Managers,46.0
34905,19740,11-3071,"Denver-Aurora-Lakewood, CO",770.0,"Transportation, Storage, and Distribution Managers",77.0
34906,19740,11-3111,"Denver-Aurora-Lakewood, CO",110.0,Compensation and Benefits Managers,11.0
34907,19740,11-3121,"Denver-Aurora-Lakewood, CO",1010.0,Human Resources Managers,101.0
34908,19740,11-3131,"Denver-Aurora-Lakewood, CO",270.0,Training and Development Managers,27.0
34909,19740,11-9021,"Denver-Aurora-Lakewood, CO",4180.0,Construction Managers,418.0
34910,19740,11-9031,"Denver-Aurora-Lakewood, CO",420.0,"Education Administrators, Preschool and Childcare Center/Program",42.0
34911,19740,11-9032,"Denver-Aurora-Lakewood, CO",2270.0,"Education Administrators, Elementary and Secondary School",227.0
34912,19740,11-9033,"Denver-Aurora-Lakewood, CO",790.0,"Education Administrators, Postsecondary",79.0
34913,19740,11-9039,"Denver-Aurora-Lakewood, CO",100.0,"Education Administrators, All Other",10.0
34914,19740,11-9041,"Denver-Aurora-Lakewood, CO",2060.0,Architectural and Engineering Managers,206.0
34915,19740,11-9051,"Denver-Aurora-Lakewood, CO",1110.0,Food Service Managers,111.0
34916,19740,11-9061,"Denver-Aurora-Lakewood, CO",40.0,Funeral Service Managers,4.0
34917,19740,11-9071,"Denver-Aurora-Lakewood, CO",70.0,Gaming Managers,7.0
34918,19740,11-9081,"Denver-Aurora-Lakewood, CO",350.0,Lodging Managers,35.0
34919,19740,11-9111,"Denver-Aurora-Lakewood, CO",2650.0,Medical and Health Services Managers,265.0
34920,19740,11-9121,"Denver-Aurora-Lakewood, CO",640.0,Natural Sciences Managers,64.0
34921,19740,11-9131,"Denver-Aurora-Lakewood, CO",40.0,Postmasters and Mail Superintendents,4.0
34922,19740,11-9141,"Denver-Aurora-Lakewood, CO",1390.0,"Property, Real Estate, and Community Association Managers",139.0
34923,19740,11-9151,"Denver-Aurora-Lakewood, CO",770.0,Social and Community Service Managers,77.0
34924,19740,11-9161,"Denver-Aurora-Lakewood, CO",50.0,Emergency Management Directors,5.0
34925,19740,11-9199,"Denver-Aurora-Lakewood, CO",5130.0,"Managers, All Other",513.0
34927,19740,13-1011,"Denver-Aurora-Lakewood, CO",70.0,"Agents and Business Managers of Artists, Performers, and Athletes",7.0
34929,19740,13-1031,"Denver-Aurora-Lakewood, CO",2960.0,"Claims Adjusters, Examiners, and Investigators",296.0
34930,19740,13-1032,"Denver-Aurora-Lakewood, CO",110.0,"Insurance Appraisers, Auto Damage",11.0
34931,19740,13-1041,"Denver-Aurora-Lakewood, CO",3890.0,Compliance Officers,389.0
34932,19740,13-1051,"Denver-Aurora-Lakewood, CO",3130.0,Cost Estimators,313.0
34933,19740,13-1071,"Denver-Aurora-Lakewood, CO",7630.0,Human Resources Specialists,763.0
34934,19740,13-1075,"Denver-Aurora-Lakewood, CO",400.0,Labor Relations Specialists,40.0
34935,19740,13-1081,"Denver-Aurora-Lakewood, CO",1950.0,Logisticians,195.0
34936,19740,13-1111,"Denver-Aurora-Lakewood, CO",6860.0,Management Analysts,686.0
34937,19740,13-1121,"Denver-Aurora-Lakewood, CO",2220.0,"Meeting, Convention, and Event Planners",222.0
34938,19740,13-1131,"Denver-Aurora-Lakewood, CO",1110.0,Fundraisers,111.0
34939,19740,13-1141,"Denver-Aurora-Lakewood, CO",970.0,"Compensation, Benefits, and Job Analysis Specialists",97.0
34940,19740,13-1151,"Denver-Aurora-Lakewood, CO",4330.0,Training and Development Specialists,433.0
34941,19740,13-1161,"Denver-Aurora-Lakewood, CO",11370.0,Market Research Analysts and Marketing Specialists,1137.0
34942,19740,13-1199,"Denver-Aurora-Lakewood, CO",26820.0,"Business Operations Specialists, All Other",2682.0
34943,19740,13-2011,"Denver-Aurora-Lakewood, CO",22930.0,Accountants and Auditors,2293.0
34944,19740,13-2021,"Denver-Aurora-Lakewood, CO",730.0,Appraisers and Assessors of Real Estate,73.0
34945,19740,13-2031,"Denver-Aurora-Lakewood, CO",710.0,Budget Analysts,71.0
34946,19740,13-2041,"Denver-Aurora-Lakewood, CO",890.0,Credit Analysts,89.0
34947,19740,13-2051,"Denver-Aurora-Lakewood, CO",2950.0,Financial Analysts,295.0
34948,19740,13-2052,"Denver-Aurora-Lakewood, CO",2600.0,Personal Financial Advisors,260.0
34949,19740,13-2053,"Denver-Aurora-Lakewood, CO",1150.0,Insurance Underwriters,115.0
34950,19740,13-2061,"Denver-Aurora-Lakewood, CO",1010.0,Financial Examiners,101.0
34951,19740,13-2071,"Denver-Aurora-Lakewood, CO",40.0,Credit Counselors,4.0
34952,19740,13-2072,"Denver-Aurora-Lakewood, CO",4070.0,Loan Officers,407.0
34953,19740,13-2081,"Denver-Aurora-Lakewood, CO",690.0,"Tax Examiners and Collectors, and Revenue Agents",69.0
34954,19740,13-2099,"Denver-Aurora-Lakewood, CO",3160.0,"Financial Specialists, All Other",316.0
34956,19740,15-1111,"Denver-Aurora-Lakewood, CO",150.0,Computer and Information Research Scientists,15.0
34957,19740,15-1121,"Denver-Aurora-Lakewood, CO",5990.0,Computer Systems Analysts,599.0
34958,19740,15-1122,"Denver-Aurora-Lakewood, CO",1740.0,Information Security Analysts,174.0
34959,19740,15-1131,"Denver-Aurora-Lakewood, CO",2190.0,Computer Programmers,219.0
34960,19740,15-1132,"Denver-Aurora-Lakewood, CO",17030.0,"Software Developers, Applications",1703.0
34961,19740,15-1133,"Denver-Aurora-Lakewood, CO",8560.0,"Software Developers, Systems Software",856.0
34962,19740,15-1134,"Denver-Aurora-Lakewood, CO",1220.0,Web Developers,122.0
34963,19740,15-1141,"Denver-Aurora-Lakewood, CO",1680.0,Database Administrators,168.0
34964,19740,15-1142,"Denver-Aurora-Lakewood, CO",6740.0,Network and Computer Systems Administrators,674.0
34965,19740,15-1143,"Denver-Aurora-Lakewood, CO",3570.0,Computer Network Architects,357.0
34966,19740,15-1151,"Denver-Aurora-Lakewood, CO",8690.0,Computer User Support Specialists,869.0
34967,19740,15-1152,"Denver-Aurora-Lakewood, CO",2710.0,Computer Network Support Specialists,271.0
34968,19740,15-1199,"Denver-Aurora-Lakewood, CO",9600.0,"Computer Occupations, All Other",960.0
34969,19740,15-2011,"Denver-Aurora-Lakewood, CO",90.0,Actuaries,9.0
34970,19740,15-2031,"Denver-Aurora-Lakewood, CO",510.0,Operations Research Analysts,51.0
34971,19740,15-2041,"Denver-Aurora-Lakewood, CO",500.0,Statisticians,50.0
34973,19740,17-1011,"Denver-Aurora-Lakewood, CO",2280.0,"Architects, Except Landscape and Naval",228.0
34974,19740,17-1012,"Denver-Aurora-Lakewood, CO",210.0,Landscape Architects,21.0
34975,19740,17-1021,"Denver-Aurora-Lakewood, CO",630.0,Cartographers and Photogrammetrists,63.0
34976,19740,17-1022,"Denver-Aurora-Lakewood, CO",810.0,Surveyors,81.0
34977,19740,17-2011,"Denver-Aurora-Lakewood, CO",1470.0,Aerospace Engineers,147.0
34978,19740,17-2031,"Denver-Aurora-Lakewood, CO",250.0,Biomedical Engineers,25.0
34979,19740,17-2041,"Denver-Aurora-Lakewood, CO",340.0,Chemical Engineers,34.0
34980,19740,17-2051,"Denver-Aurora-Lakewood, CO",6480.0,Civil Engineers,648.0
34981,19740,17-2071,"Denver-Aurora-Lakewood, CO",2130.0,Electrical Engineers,213.0
34982,19740,17-2072,"Denver-Aurora-Lakewood, CO",4230.0,"Electronics Engineers, Except Computer",423.0
34983,19740,17-2081,"Denver-Aurora-Lakewood, CO",1170.0,Environmental Engineers,117.0
34984,19740,17-2111,"Denver-Aurora-Lakewood, CO",210.0,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",21.0
34985,19740,17-2112,"Denver-Aurora-Lakewood, CO",2040.0,Industrial Engineers,204.0
34986,19740,17-2131,"Denver-Aurora-Lakewood, CO",260.0,Materials Engineers,26.0
34987,19740,17-2141,"Denver-Aurora-Lakewood, CO",3070.0,Mechanical Engineers,307.0
34988,19740,17-2151,"Denver-Aurora-Lakewood, CO",410.0,"Mining and Geological Engineers, Including Mining Safety Engineers",41.0
34989,19740,17-2171,"Denver-Aurora-Lakewood, CO",1040.0,Petroleum Engineers,104.0
34990,19740,17-2199,"Denver-Aurora-Lakewood, CO",1330.0,"Engineers, All Other",133.0
34991,19740,17-3011,"Denver-Aurora-Lakewood, CO",1490.0,Architectural and Civil Drafters,149.0
34992,19740,17-3012,"Denver-Aurora-Lakewood, CO",580.0,Electrical and Electronics Drafters,58.0
34993,19740,17-3013,"Denver-Aurora-Lakewood, CO",310.0,Mechanical Drafters,31.0
34994,19740,17-3019,"Denver-Aurora-Lakewood, CO",120.0,"Drafters, All Other",12.0
34995,19740,17-3021,"Denver-Aurora-Lakewood, CO",120.0,Aerospace Engineering and Operations Technicians,12.0
34996,19740,17-3022,"Denver-Aurora-Lakewood, CO",610.0,Civil Engineering Technicians,61.0
34997,19740,17-3023,"Denver-Aurora-Lakewood, CO",1200.0,Electrical and Electronics Engineering Technicians,120.0
34998,19740,17-3025,"Denver-Aurora-Lakewood, CO",190.0,Environmental Engineering Technicians,19.0
34999,19740,17-3026,"Denver-Aurora-Lakewood, CO",280.0,Industrial Engineering Technicians,28.0
35000,19740,17-3027,"Denver-Aurora-Lakewood, CO",220.0,Mechanical Engineering Technicians,22.0
35001,19740,17-3029,"Denver-Aurora-Lakewood, CO",1050.0,"Engineering Technicians, Except Drafters, All Other",105.0
35002,19740,17-3031,"Denver-Aurora-Lakewood, CO",1500.0,Surveying and Mapping Technicians,150.0
35004,19740,19-1012,"Denver-Aurora-Lakewood, CO",60.0,Food Scientists and Technologists,6.0
35005,19740,19-1021,"Denver-Aurora-Lakewood, CO",160.0,Biochemists and Biophysicists,16.0
35006,19740,19-1022,"Denver-Aurora-Lakewood, CO",240.0,Microbiologists,24.0
35007,19740,19-1023,"Denver-Aurora-Lakewood, CO",140.0,Zoologists and Wildlife Biologists,14.0
35008,19740,19-1029,"Denver-Aurora-Lakewood, CO",260.0,"Biological Scientists, All Other",26.0
35009,19740,19-1031,"Denver-Aurora-Lakewood, CO",260.0,Conservation Scientists,26.0
35011,19740,19-1041,"Denver-Aurora-Lakewood, CO",250.0,Epidemiologists,25.0
35012,19740,19-1042,"Denver-Aurora-Lakewood, CO",780.0,"Medical Scientists, Except Epidemiologists",78.0
35014,19740,19-2031,"Denver-Aurora-Lakewood, CO",760.0,Chemists,76.0
35015,19740,19-2032,"Denver-Aurora-Lakewood, CO",100.0,Materials Scientists,10.0
35016,19740,19-2041,"Denver-Aurora-Lakewood, CO",1570.0,"Environmental Scientists and Specialists, Including Health",157.0
35017,19740,19-2042,"Denver-Aurora-Lakewood, CO",1160.0,"Geoscientists, Except Hydrologists and Geographers",116.0
35018,19740,19-2043,"Denver-Aurora-Lakewood, CO",270.0,Hydrologists,27.0
35019,19740,19-3011,"Denver-Aurora-Lakewood, CO",160.0,Economists,16.0
35020,19740,19-3022,"Denver-Aurora-Lakewood, CO",80.0,Survey Researchers,8.0
35021,19740,19-3031,"Denver-Aurora-Lakewood, CO",1540.0,"Clinical, Counseling, and School Psychologists",154.0
35022,19740,19-3039,"Denver-Aurora-Lakewood, CO",90.0,"Psychologists, All Other",9.0
35023,19740,19-3051,"Denver-Aurora-Lakewood, CO",380.0,Urban and Regional Planners,38.0
35024,19740,19-3091,"Denver-Aurora-Lakewood, CO",60.0,Anthropologists and Archeologists,6.0
35025,19740,19-3092,"Denver-Aurora-Lakewood, CO",50.0,Geographers,5.0
35026,19740,19-3099,"Denver-Aurora-Lakewood, CO",360.0,"Social Scientists and Related Workers, All Other",36.0
35027,19740,19-4021,"Denver-Aurora-Lakewood, CO",2270.0,Biological Technicians,227.0
35028,19740,19-4031,"Denver-Aurora-Lakewood, CO",590.0,Chemical Technicians,59.0
35029,19740,19-4061,"Denver-Aurora-Lakewood, CO",160.0,Social Science Research Assistants,16.0
35030,19740,19-4091,"Denver-Aurora-Lakewood, CO",430.0,"Environmental Science and Protection Technicians, Including Health",43.0
35031,19740,19-4092,"Denver-Aurora-Lakewood, CO",210.0,Forensic Science Technicians,21.0
35032,19740,19-4093,"Denver-Aurora-Lakewood, CO",120.0,Forest and Conservation Technicians,12.0
35033,19740,19-4099,"Denver-Aurora-Lakewood, CO",600.0,"Life, Physical, and Social Science Technicians, All Other",60.0
35035,19740,21-1012,"Denver-Aurora-Lakewood, CO",2100.0,"Educational, Guidance, School, and Vocational Counselors",210.0
35036,19740,21-1013,"Denver-Aurora-Lakewood, CO",510.0,Marriage and Family Therapists,51.0
35037,19740,21-1015,"Denver-Aurora-Lakewood, CO",940.0,Rehabilitation Counselors,94.0
35038,19740,21-1018,"Denver-Aurora-Lakewood, CO",3610.0,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",361.0
35039,19740,21-1019,"Denver-Aurora-Lakewood, CO",80.0,"Counselors, All Other",8.0
35040,19740,21-1022,"Denver-Aurora-Lakewood, CO",1570.0,Healthcare Social Workers,157.0
35041,19740,21-1023,"Denver-Aurora-Lakewood, CO",1190.0,Mental Health and Substance Abuse Social Workers,119.0
35042,19740,21-1029,"Denver-Aurora-Lakewood, CO",530.0,"Social Workers, All Other",53.0
35043,19740,21-1091,"Denver-Aurora-Lakewood, CO",450.0,Health Educators,45.0
35044,19740,21-1092,"Denver-Aurora-Lakewood, CO",990.0,Probation Officers and Correctional Treatment Specialists,99.0
35045,19740,21-1093,"Denver-Aurora-Lakewood, CO",930.0,Social and Human Service Assistants,93.0
35046,19740,21-1094,"Denver-Aurora-Lakewood, CO",400.0,Community Health Workers,40.0
35047,19740,21-1099,"Denver-Aurora-Lakewood, CO",1230.0,"Community and Social Service Specialists, All Other",123.0
35048,19740,21-2011,"Denver-Aurora-Lakewood, CO",250.0,Clergy,25.0
35049,19740,21-2021,"Denver-Aurora-Lakewood, CO",70.0,"Directors, Religious Activities and Education",7.0
35050,19740,21-2099,"Denver-Aurora-Lakewood, CO",150.0,"Religious Workers, All Other",15.0
35052,19740,23-1011,"Denver-Aurora-Lakewood, CO",8480.0,Lawyers,848.0
35053,19740,23-1021,"Denver-Aurora-Lakewood, CO",170.0,"Administrative Law Judges, Adjudicators, and Hearing Officers",17.0
35054,19740,23-1022,"Denver-Aurora-Lakewood, CO",30.0,"Arbitrators, Mediators, and Conciliators",3.0
35055,19740,23-1023,"Denver-Aurora-Lakewood, CO",280.0,"Judges, Magistrate Judges, and Magistrates",28.0
35056,19740,23-2011,"Denver-Aurora-Lakewood, CO",3740.0,Paralegals and Legal Assistants,374.0
35057,19740,23-2091,"Denver-Aurora-Lakewood, CO",280.0,Court Reporters,28.0
35058,19740,23-2093,"Denver-Aurora-Lakewood, CO",530.0,"Title Examiners, Abstractors, and Searchers",53.0
35061,19740,25-1011,"Denver-Aurora-Lakewood, CO",790.0,"Business Teachers, Postsecondary",79.0
35062,19740,25-1021,"Denver-Aurora-Lakewood, CO",180.0,"Computer Science Teachers, Postsecondary",18.0
35063,19740,25-1022,"Denver-Aurora-Lakewood, CO",460.0,"Mathematical Science Teachers, Postsecondary",46.0
35064,19740,25-1032,"Denver-Aurora-Lakewood, CO",420.0,"Engineering Teachers, Postsecondary",42.0
35065,19740,25-1042,"Denver-Aurora-Lakewood, CO",270.0,"Biological Science Teachers, Postsecondary",27.0
35066,19740,25-1051,"Denver-Aurora-Lakewood, CO",140.0,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",14.0
35067,19740,25-1052,"Denver-Aurora-Lakewood, CO",160.0,"Chemistry Teachers, Postsecondary",16.0
35068,19740,25-1054,"Denver-Aurora-Lakewood, CO",110.0,"Physics Teachers, Postsecondary",11.0
35069,19740,25-1061,"Denver-Aurora-Lakewood, CO",60.0,"Anthropology and Archeology Teachers, Postsecondary",6.0
35070,19740,25-1062,"Denver-Aurora-Lakewood, CO",80.0,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",8.0
35071,19740,25-1064,"Denver-Aurora-Lakewood, CO",70.0,"Geography Teachers, Postsecondary",7.0
35072,19740,25-1065,"Denver-Aurora-Lakewood, CO",150.0,"Political Science Teachers, Postsecondary",15.0
35073,19740,25-1066,"Denver-Aurora-Lakewood, CO",390.0,"Psychology Teachers, Postsecondary",39.0
35074,19740,25-1067,"Denver-Aurora-Lakewood, CO",100.0,"Sociology Teachers, Postsecondary",10.0
35075,19740,25-1071,"Denver-Aurora-Lakewood, CO",4730.0,"Health Specialties Teachers, Postsecondary",473.0
35076,19740,25-1072,"Denver-Aurora-Lakewood, CO",900.0,"Nursing Instructors and Teachers, Postsecondary",90.0
35077,19740,25-1081,"Denver-Aurora-Lakewood, CO",630.0,"Education Teachers, Postsecondary",63.0
35078,19740,25-1111,"Denver-Aurora-Lakewood, CO",200.0,"Criminal Justice and Law Enforcement Teachers, Postsecondary",20.0
35079,19740,25-1113,"Denver-Aurora-Lakewood, CO",280.0,"Social Work Teachers, Postsecondary",28.0
35080,19740,25-1121,"Denver-Aurora-Lakewood, CO",760.0,"Art, Drama, and Music Teachers, Postsecondary",76.0
35081,19740,25-1122,"Denver-Aurora-Lakewood, CO",280.0,"Communications Teachers, Postsecondary",28.0
35082,19740,25-1123,"Denver-Aurora-Lakewood, CO",470.0,"English Language and Literature Teachers, Postsecondary",47.0
